pathway	consistency	p-value	FDR
VANTVEER_BREAST_CANCER_METASTASIS_DN	0.0	1.0	1.0
VALK_AML_CLUSTER_5	0.0	1.0	1.0
VERHAAK_GLIOBLASTOMA_NEURAL	0.0	1.0	1.0
VERRECCHIA_RESPONSE_TO_TGFB1_C6	0.0	1.0	1.0
VERRECCHIA_RESPONSE_TO_TGFB1_C5	0.0	1.0	1.0
VERRECCHIA_RESPONSE_TO_TGFB1_C4	0.0	1.0	1.0
VERRECCHIA_RESPONSE_TO_TGFB1_C3	0.0	1.0	1.0
VERRECCHIA_RESPONSE_TO_TGFB1_C2	0.0	1.0	1.0
VERRECCHIA_RESPONSE_TO_TGFB1_C1	0.0	1.0	1.0
VERRECCHIA_EARLY_RESPONSE_TO_TGFB1	0.0	1.0	1.0
VERRECCHIA_DELAYED_RESPONSE_TO_TGFB1	0.0	1.0	1.0
VERNOCHET_ADIPOGENESIS	0.0	1.0	1.0
VERNELL_RETINOBLASTOMA_PATHWAY_UP	0.0	1.0	1.0
VERNELL_RETINOBLASTOMA_PATHWAY_DN	0.0	1.0	1.0
VERHAAK_GLIOBLASTOMA_PRONEURAL	0.0	1.0	1.0
VERHAAK_GLIOBLASTOMA_MESENCHYMAL	0.0	1.0	1.0
VANTVEER_BREAST_CANCER_METASTASIS_UP	0.0	1.0	1.0
VERHAAK_GLIOBLASTOMA_CLASSICAL	0.0	1.0	1.0
VERHAAK_AML_WITH_NPM1_MUTATED_UP	0.0	1.0	1.0
VERHAAK_AML_WITH_NPM1_MUTATED_DN	0.0	1.0	1.0
VECCHI_GASTRIC_CANCER_EARLY_UP	0.0	1.0	1.0
VECCHI_GASTRIC_CANCER_EARLY_DN	0.0	1.0	1.0
VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP	0.0	1.0	1.0
VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_DN	0.0	1.0	1.0
VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_UP	0.0	1.0	1.0
VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_DN	0.0	1.0	1.0
VARELA_ZMPSTE24_TARGETS_UP	0.0	1.0	1.0
VARELA_ZMPSTE24_TARGETS_DN	0.0	1.0	1.0
VANTVEER_BREAST_CANCER_POOR_PROGNOSIS	0.0	1.0	1.0
VALK_AML_CLUSTER_6	0.0	1.0	1.0
VALK_AML_CLUSTER_4	0.0	1.0	1.0
WEST_ADRENOCORTICAL_CARCINOMA_VS_ADENOMA_DN	0.0	1.0	1.0
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_UP	0.0	1.0	1.0
ULE_SPLICING_VIA_NOVA2	0.0	1.0	1.0
UEDA_PERIFERAL_CLOCK	0.0	1.0	1.0
UEDA_CENTRAL_CLOCK	0.0	1.0	1.0
UDAYAKUMAR_MED1_TARGETS_UP	0.0	1.0	1.0
UDAYAKUMAR_MED1_TARGETS_DN	0.0	1.0	1.0
TURJANSKI_MAPK8_AND_MAPK9_TARGETS	0.0	1.0	1.0
TURJANSKI_MAPK7_TARGETS	0.0	1.0	1.0
TURJANSKI_MAPK1_AND_MAPK2_TARGETS	0.0	1.0	1.0
TURJANSKI_MAPK14_TARGETS	0.0	1.0	1.0
TURJANSKI_MAPK11_TARGETS	0.0	1.0	1.0
TURASHVILI_BREAST_NORMAL_DUCTAL_VS_LOBULAR_UP	0.0	1.0	1.0
TURASHVILI_BREAST_NORMAL_DUCTAL_VS_LOBULAR_DN	0.0	1.0	1.0
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_DN	0.0	1.0	1.0
UNTERMAN_IPF_VS_CTRL_CD4T_DN	0.0	1.0	1.0
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_UP	0.0	1.0	1.0
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_DN	0.0	1.0	1.0
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_UP	0.0	1.0	1.0
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_DN	0.0	1.0	1.0
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_UP	0.0	1.0	1.0
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_DN	0.0	1.0	1.0
TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_UP	0.0	1.0	1.0
TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_DN	0.0	1.0	1.0
TUOMISTO_TUMOR_SUPPRESSION_BY_COL13A1_UP	0.0	1.0	1.0
TUOMISTO_TUMOR_SUPPRESSION_BY_COL13A1_DN	0.0	1.0	1.0
TSUTSUMI_FBXW8_TARGETS	0.0	1.0	1.0
TSUNODA_CISPLATIN_RESISTANCE_UP	0.0	1.0	1.0
UNTERMAN_IPF_VS_CTRL_B_CELL_DN	0.0	1.0	1.0
UNTERMAN_IPF_VS_CTRL_CD8T_DN	0.0	1.0	1.0
VALK_AML_CLUSTER_3	0.0	1.0	1.0
UNTERMAN_PROGRESSIVE_VS_STABLE_IPF_NK_CELL_UP	0.0	1.0	1.0
VALK_AML_CLUSTER_2	0.0	1.0	1.0
VALK_AML_CLUSTER_16	0.0	1.0	1.0
VALK_AML_CLUSTER_15	0.0	1.0	1.0
VALK_AML_CLUSTER_13	0.0	1.0	1.0
VALK_AML_CLUSTER_12	0.0	1.0	1.0
VALK_AML_CLUSTER_11	0.0	1.0	1.0
VALK_AML_CLUSTER_10	0.0	1.0	1.0
VALK_AML_CLUSTER_1	0.0	1.0	1.0
UZONYI_RESPONSE_TO_LEUKOTRIENE_AND_THROMBIN	0.0	1.0	1.0
URS_ADIPOCYTE_DIFFERENTIATION_UP	0.0	1.0	1.0
URS_ADIPOCYTE_DIFFERENTIATION_DN	0.0	1.0	1.0
UROSEVIC_RESPONSE_TO_IMIQUIMOD	0.0	1.0	1.0
UNTERMAN_PROGRESSIVE_VS_STABLE_IPF_NK_CELL_DN	0.0	1.0	1.0
UNTERMAN_IPF_VS_CTRL_CD8T_UP	0.0	1.0	1.0
UNTERMAN_PROGRESSIVE_VS_STABLE_IPF_MONOCYTE_DN	0.0	1.0	1.0
UNTERMAN_PROGRESSIVE_VS_STABLE_IPF_CD8T_UP	0.0	1.0	1.0
UNTERMAN_PROGRESSIVE_VS_STABLE_IPF_CD8T_DN	0.0	1.0	1.0
UNTERMAN_PROGRESSIVE_VS_STABLE_IPF_B_CELL_DN	0.0	1.0	1.0
UNTERMAN_IPF_VS_CTRL_TREG_CELL_UP	0.0	1.0	1.0
UNTERMAN_IPF_VS_CTRL_TREG_CELL_DN	0.0	1.0	1.0
UNTERMAN_IPF_VS_CTRL_NK_CELL_UP	0.0	1.0	1.0
UNTERMAN_IPF_VS_CTRL_NK_CELL_DN	0.0	1.0	1.0
UNTERMAN_IPF_VS_CTRL_MONOCYTE_UP	0.0	1.0	1.0
UNTERMAN_IPF_VS_CTRL_MONOCYTE_DN	0.0	1.0	1.0
UNTERMAN_IPF_VS_CTRL_DC_UP	0.0	1.0	1.0
UNTERMAN_IPF_VS_CTRL_DC_DN	0.0	1.0	1.0
VETTER_TARGETS_OF_PRKCA_AND_ETS1_DN	0.0	1.0	1.0
VETTER_TARGETS_OF_PRKCA_AND_ETS1_UP	0.0	1.0	1.0
VICENT_METASTASIS_UP	0.0	1.0	1.0
WANG_TUMOR_INVASIVENESS_UP	0.0	1.0	1.0
WEBER_METHYLATED_HCP_IN_SPERM_UP	0.0	1.0	1.0
WEBER_METHYLATED_HCP_IN_SPERM_DN	0.0	1.0	1.0
WEBER_METHYLATED_HCP_IN_FIBROBLAST_UP	0.0	1.0	1.0
WEBER_METHYLATED_HCP_IN_FIBROBLAST_DN	0.0	1.0	1.0
WATANABE_ULCERATIVE_COLITIS_WITH_CANCER_UP	0.0	1.0	1.0
WATANABE_ULCERATIVE_COLITIS_WITH_CANCER_DN	0.0	1.0	1.0
WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP	0.0	1.0	1.0
WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_DN	0.0	1.0	1.0
WATANABE_COLON_CANCER_MSI_VS_MSS_UP	0.0	1.0	1.0
WATANABE_COLON_CANCER_MSI_VS_MSS_DN	0.0	1.0	1.0
WARTERS_RESPONSE_TO_IR_SKIN	0.0	1.0	1.0
WARTERS_IR_RESPONSE_5GY	0.0	1.0	1.0
WANG_TUMOR_INVASIVENESS_DN	0.0	1.0	1.0
WEBER_METHYLATED_ICP_IN_SPERM_DN	0.0	1.0	1.0
WANG_TNF_TARGETS	0.0	1.0	1.0
WANG_THOC1_TARGETS_UP	0.0	1.0	1.0
WANG_THOC1_TARGETS_DN	0.0	1.0	1.0
WANG_TARGETS_OF_MLL_CBP_FUSION_UP	0.0	1.0	1.0
WANG_TARGETS_OF_MLL_CBP_FUSION_DN	0.0	1.0	1.0
WANG_SMARCE1_TARGETS_UP	0.0	1.0	1.0
WANG_SMARCE1_TARGETS_DN	0.0	1.0	1.0
WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_UP	0.0	1.0	1.0
WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_DN	0.0	1.0	1.0
WANG_RESPONSE_TO_FORSKOLIN_UP	0.0	1.0	1.0
WANG_RESPONSE_TO_FORSKOLIN_DN	0.0	1.0	1.0
WANG_RESPONSE_TO_BEXAROTENE_UP	0.0	1.0	1.0
WEBER_METHYLATED_ICP_IN_FIBROBLAST	0.0	1.0	1.0
WEBER_METHYLATED_ICP_IN_SPERM_UP	0.0	1.0	1.0
VIETOR_IFRD1_TARGETS	0.0	1.0	1.0
WELCH_GATA1_TARGETS	0.0	1.0	1.0
WESTON_VEGFA_TARGETS_6HR	0.0	1.0	1.0
WESTON_VEGFA_TARGETS_3HR	0.0	1.0	1.0
WESTON_VEGFA_TARGETS_12HR	0.0	1.0	1.0
WESTON_VEGFA_TARGETS	0.0	1.0	1.0
WENG_POR_TARGETS_LIVER_UP	0.0	1.0	1.0
WENG_POR_TARGETS_LIVER_DN	0.0	1.0	1.0
WENG_POR_TARGETS_GLOBAL_UP	0.0	1.0	1.0
WENG_POR_TARGETS_GLOBAL_DN	0.0	1.0	1.0
WENG_POR_DOSAGE	0.0	1.0	1.0
WENDT_COHESIN_TARGETS_UP	0.0	1.0	1.0
WELCSH_BRCA1_TARGETS_UP	0.0	1.0	1.0
WELCSH_BRCA1_TARGETS_DN	0.0	1.0	1.0
WEI_TELOMERE_RELATED_HNSCC_PROGNOSTIC_SIGNATURE	0.0	1.0	1.0
WEBER_METHYLATED_IN_COLON_CANCER	0.0	1.0	1.0
WEI_MYCN_TARGETS_WITH_E_BOX	0.0	1.0	1.0
WEI_MIR34A_TARGETS	0.0	1.0	1.0
WEINMANN_ADAPTATION_TO_HYPOXIA_UP	0.0	1.0	1.0
WEINMANN_ADAPTATION_TO_HYPOXIA_DN	0.0	1.0	1.0
WEIGEL_OXIDATIVE_STRESS_RESPONSE	0.0	1.0	1.0
WEIGEL_OXIDATIVE_STRESS_BY_TBH_AND_H2O2	0.0	1.0	1.0
WEIGEL_OXIDATIVE_STRESS_BY_HNE_AND_TBH	0.0	1.0	1.0
WEIGEL_OXIDATIVE_STRESS_BY_HNE_AND_H2O2	0.0	1.0	1.0
WEBER_METHYLATED_LCP_IN_SPERM_UP	0.0	1.0	1.0
WEBER_METHYLATED_LCP_IN_SPERM_DN	0.0	1.0	1.0
WEBER_METHYLATED_LCP_IN_FIBROBLAST_UP	0.0	1.0	1.0
WEBER_METHYLATED_LCP_IN_FIBROBLAST_DN	0.0	1.0	1.0
WANG_RESPONSE_TO_BEXAROTENE_DN	0.0	1.0	1.0
WANG_RESPONSE_TO_ANDROGEN_UP	0.0	1.0	1.0
WANG_RECURRENT_LIVER_CANCER_UP	0.0	1.0	1.0
WAKABAYASHI_ADIPOGENESIS_PPARG_BOUND_8D	0.0	1.0	1.0
WAMUNYOKOLI_OVARIAN_CANCER_LMP_DN	0.0	1.0	1.0
WAMUNYOKOLI_OVARIAN_CANCER_GRADES_1_2_UP	0.0	1.0	1.0
WAMUNYOKOLI_OVARIAN_CANCER_GRADES_1_2_DN	0.0	1.0	1.0
WALLACE_PROSTATE_CANCER_UP	0.0	1.0	1.0
WALLACE_PROSTATE_CANCER_RACE_UP	0.0	1.0	1.0
WALLACE_PROSTATE_CANCER_RACE_DN	0.0	1.0	1.0
WALLACE_PROSTATE_CANCER_DN	0.0	1.0	1.0
WALLACE_JAK2_TARGETS_UP	0.0	1.0	1.0
WAKASUGI_HAVE_ZNF143_BINDING_SITES	0.0	1.0	1.0
WAKABAYASHI_ADIPOGENESIS_PPARG_RXRA_BOUND_WITH_H4K20ME1_MARK	0.0	1.0	1.0
WAKABAYASHI_ADIPOGENESIS_PPARG_RXRA_BOUND_8D	0.0	1.0	1.0
WAKABAYASHI_ADIPOGENESIS_PPARG_RXRA_BOUND_36HR	0.0	1.0	1.0
WAKABAYASHI_ADIPOGENESIS_PPARG_BOUND_36HR	0.0	1.0	1.0
WANG_RECURRENT_LIVER_CANCER_DN	0.0	1.0	1.0
WAGSCHAL_EHMT2_TARGETS_UP	0.0	1.0	1.0
WAGNER_APO2_SENSITIVITY	0.0	1.0	1.0
WAESCH_ANAPHASE_PROMOTING_COMPLEX	0.0	1.0	1.0
WACKER_HYPOXIA_TARGETS_OF_VHL	0.0	1.0	1.0
VISALA_RESPONSE_TO_HEAT_SHOCK_AND_AGING_UP	0.0	1.0	1.0
VISALA_RESPONSE_TO_HEAT_SHOCK_AND_AGING_DN	0.0	1.0	1.0
VISALA_AGING_LYMPHOCYTE_UP	0.0	1.0	1.0
VISALA_AGING_LYMPHOCYTE_DN	0.0	1.0	1.0
VILLANUEVA_LIVER_CANCER_KRT19_UP	0.0	1.0	1.0
VILLANUEVA_LIVER_CANCER_KRT19_DN	0.0	1.0	1.0
VILIMAS_NOTCH1_TARGETS_UP	0.0	1.0	1.0
VILIMAS_NOTCH1_TARGETS_DN	0.0	1.0	1.0
WAMUNYOKOLI_OVARIAN_CANCER_LMP_UP	0.0	1.0	1.0
WANG_ADIPOGENIC_GENES_REPRESSED_BY_SIRT1	0.0	1.0	1.0
WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_DN	0.0	1.0	1.0
WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_UP	0.0	1.0	1.0
WANG_PROSTATE_CANCER_ANDROGEN_INDEPENDENT	0.0	1.0	1.0
WANG_NFKB_TARGETS	0.0	1.0	1.0
WANG_NEOPLASTIC_TRANSFORMATION_BY_CCND1_MYC	0.0	1.0	1.0
WANG_MLL_TARGETS	0.0	1.0	1.0
WANG_METHYLATED_IN_BREAST_CANCER	0.0	1.0	1.0
WANG_METASTASIS_OF_BREAST_CANCER_ESR1_UP	0.0	1.0	1.0
WANG_METASTASIS_OF_BREAST_CANCER_ESR1_DN	0.0	1.0	1.0
WANG_METASTASIS_OF_BREAST_CANCER	0.0	1.0	1.0
WANG_LSD1_TARGETS_UP	0.0	1.0	1.0
WANG_LSD1_TARGETS_DN	0.0	1.0	1.0
WANG_LMO4_TARGETS_UP	0.0	1.0	1.0
WANG_LMO4_TARGETS_DN	0.0	1.0	1.0
WANG_IMMORTALIZED_BY_HOXA9_AND_MEIS1_UP	0.0	1.0	1.0
WANG_IMMORTALIZED_BY_HOXA9_AND_MEIS1_DN	0.0	1.0	1.0
WANG_HCP_PROSTATE_CANCER	0.0	1.0	1.0
WANG_ESOPHAGUS_CANCER_VS_NORMAL_UP	0.0	1.0	1.0
WANG_ESOPHAGUS_CANCER_VS_NORMAL_DN	0.0	1.0	1.0
WANG_ESOPHAGUS_CANCER_PROGRESSION_UP	0.0	1.0	1.0
WANG_CLIM2_TARGETS_UP	0.0	1.0	1.0
WANG_CLIM2_TARGETS_DN	0.0	1.0	1.0
WANG_CLASSIC_ADIPOGENIC_TARGETS_OF_PPARG	0.0	1.0	1.0
WANG_CISPLATIN_RESPONSE_AND_XPC_UP	0.0	1.0	1.0
WANG_CISPLATIN_RESPONSE_AND_XPC_DN	0.0	1.0	1.0
WANG_BARRETTS_ESOPHAGUS_UP	0.0	1.0	1.0
WANG_BARRETTS_ESOPHAGUS_DN	0.0	1.0	1.0
RADAEVA_RESPONSE_TO_IFNA1_UP	0.0	1.0	1.0
PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP	0.0	1.0	1.0
QUINTENS_EMBRYONIC_BRAIN_RESPONSE_TO_IR	0.0	1.0	1.0
GILDEA_METASTASIS	0.0	1.0	1.0
GOERING_BLOOD_HDL_CHOLESTEROL_QTL_CIS	0.0	1.0	1.0
GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_UP	0.0	1.0	1.0
GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_DN	0.0	1.0	1.0
GOBERT_CORE_OLIGODENDROCYTE_DIFFERENTIATION	0.0	1.0	1.0
GNATENKO_PLATELET_SIGNATURE	0.0	1.0	1.0
GLINSKY_CANCER_DEATH_UP	0.0	1.0	1.0
GLASS_IGF2BP1_CLIP_TARGETS_KNOCKDOWN_DN	0.0	1.0	1.0
GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_UP	0.0	1.0	1.0
GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_DN	0.0	1.0	1.0
GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_UP	0.0	1.0	1.0
GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_DN	0.0	1.0	1.0
GILMORE_CORE_NFKB_PATHWAY	0.0	1.0	1.0
GHO_ATF5_TARGETS_UP	0.0	1.0	1.0
GOLDRATH_ANTIGEN_RESPONSE	0.0	1.0	1.0
GHO_ATF5_TARGETS_DN	0.0	1.0	1.0
GHANDHI_DIRECT_IRRADIATION_UP	0.0	1.0	1.0
GHANDHI_DIRECT_IRRADIATION_DN	0.0	1.0	1.0
GHANDHI_BYSTANDER_IRRADIATION_UP	0.0	1.0	1.0
GHANDHI_BYSTANDER_IRRADIATION_DN	0.0	1.0	1.0
GESERICK_TERT_TARGETS_DN	0.0	1.0	1.0
GERY_CEBP_TARGETS	0.0	1.0	1.0
GERHOLD_RESPONSE_TO_TZD_UP	0.0	1.0	1.0
GERHOLD_RESPONSE_TO_TZD_DN	0.0	1.0	1.0
GERHOLD_ADIPOGENESIS_UP	0.0	1.0	1.0
GERHOLD_ADIPOGENESIS_DN	0.0	1.0	1.0
GEORGES_TARGETS_OF_MIR192_AND_MIR215	0.0	1.0	1.0
GOERING_BLOOD_HDL_CHOLESTEROL_QTL_TRANS	0.0	1.0	1.0
GOLDRATH_HOMEOSTATIC_PROLIFERATION	0.0	1.0	1.0
GENTLES_LEUKEMIC_STEM_CELL_UP	0.0	1.0	1.0
GRADE_COLON_VS_RECTAL_CANCER_DN	0.0	1.0	1.0
GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_DN	0.0	1.0	1.0
GRAHAM_CML_DIVIDING_VS_NORMAL_DIVIDING_UP	0.0	1.0	1.0
GRAHAM_CML_DIVIDING_VS_NORMAL_DIVIDING_DN	0.0	1.0	1.0
GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_UP	0.0	1.0	1.0
GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_DN	0.0	1.0	1.0
GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_UP	0.0	1.0	1.0
GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_DN	0.0	1.0	1.0
GRAESSMANN_APOPTOSIS_BY_SERUM_DEPRIVATION_UP	0.0	1.0	1.0
GRAESSMANN_APOPTOSIS_BY_SERUM_DEPRIVATION_DN	0.0	1.0	1.0
GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_UP	0.0	1.0	1.0
GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_DN	0.0	1.0	1.0
GRADE_COLON_VS_RECTAL_CANCER_UP	0.0	1.0	1.0
GRADE_COLON_AND_RECTAL_CANCER_UP	0.0	1.0	1.0
GOLDRATH_IMMUNE_MEMORY	0.0	1.0	1.0
GRADE_COLON_AND_RECTAL_CANCER_DN	0.0	1.0	1.0
GRABARCZYK_BCL11B_TARGETS_UP	0.0	1.0	1.0
GRABARCZYK_BCL11B_TARGETS_DN	0.0	1.0	1.0
GOZGIT_ESR1_TARGETS_UP	0.0	1.0	1.0
GOUYER_TUMOR_INVASIVENESS	0.0	1.0	1.0
GOUYER_TATI_TARGETS_UP	0.0	1.0	1.0
GOUYER_TATI_TARGETS_DN	0.0	1.0	1.0
GOTZMANN_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP	0.0	1.0	1.0
GOTZMANN_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_DN	0.0	1.0	1.0
GOTTWEIN_TARGETS_OF_KSHV_MIR_K12_11	0.0	1.0	1.0
GOLUB_ALL_VS_AML_UP	0.0	1.0	1.0
GOLUB_ALL_VS_AML_DN	0.0	1.0	1.0
GEORGES_CELL_CYCLE_MIR192_TARGETS	0.0	1.0	1.0
GENTLES_LEUKEMIC_STEM_CELL_DN	0.0	1.0	1.0
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_RED_DN	0.0	1.0	1.0
GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_DN	0.0	1.0	1.0
GAVIN_FOXP3_TARGETS_CLUSTER_P3	0.0	1.0	1.0
GAVIN_FOXP3_TARGETS_CLUSTER_P2	0.0	1.0	1.0
GAUTSCHI_SRC_SIGNALING	0.0	1.0	1.0
GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_UP	0.0	1.0	1.0
GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_DN	0.0	1.0	1.0
GAUSSMANN_MLL_AF4_FUSION_TARGETS_F_UP	0.0	1.0	1.0
GAUSSMANN_MLL_AF4_FUSION_TARGETS_F_DN	0.0	1.0	1.0
GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_UP	0.0	1.0	1.0
GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_DN	0.0	1.0	1.0
GAUSSMANN_MLL_AF4_FUSION_TARGETS_D_UP	0.0	1.0	1.0
GAUSSMANN_MLL_AF4_FUSION_TARGETS_D_DN	0.0	1.0	1.0
GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_UP	0.0	1.0	1.0
GAUSSMANN_MLL_AF4_FUSION_TARGETS_B_UP	0.0	1.0	1.0
GAVIN_FOXP3_TARGETS_CLUSTER_P6	0.0	1.0	1.0
GAUSSMANN_MLL_AF4_FUSION_TARGETS_B_DN	0.0	1.0	1.0
GAUSSMANN_MLL_AF4_FUSION_TARGETS_A_UP	0.0	1.0	1.0
GAUSSMANN_MLL_AF4_FUSION_TARGETS_A_DN	0.0	1.0	1.0
GAURNIER_PSMD4_TARGETS	0.0	1.0	1.0
GARY_CD5_TARGETS_UP	0.0	1.0	1.0
GARY_CD5_TARGETS_DN	0.0	1.0	1.0
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_YELLOW_UP	0.0	1.0	1.0
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_YELLOW_DN	0.0	1.0	1.0
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_TURQUOISE_UP	0.0	1.0	1.0
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_TURQUOISE_DN	0.0	1.0	1.0
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_TAN_DN	0.0	1.0	1.0
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_SALMON_DN	0.0	1.0	1.0
GAVIN_FOXP3_TARGETS_CLUSTER_P4	0.0	1.0	1.0
GAVIN_FOXP3_TARGETS_CLUSTER_P7	0.0	1.0	1.0
GENTILE_UV_RESPONSE_CLUSTER_D9	0.0	1.0	1.0
GENGQIU_LUAD_CAF_MARKER_GENES	0.0	1.0	1.0
GENTILE_UV_RESPONSE_CLUSTER_D8	0.0	1.0	1.0
GENTILE_UV_RESPONSE_CLUSTER_D7	0.0	1.0	1.0
GENTILE_UV_RESPONSE_CLUSTER_D6	0.0	1.0	1.0
GENTILE_UV_RESPONSE_CLUSTER_D5	0.0	1.0	1.0
GENTILE_UV_RESPONSE_CLUSTER_D4	0.0	1.0	1.0
GENTILE_UV_RESPONSE_CLUSTER_D2	0.0	1.0	1.0
GENTILE_UV_RESPONSE_CLUSTER_D1	0.0	1.0	1.0
GENTILE_UV_LOW_DOSE_UP	0.0	1.0	1.0
GENTILE_UV_LOW_DOSE_DN	0.0	1.0	1.0
GENTILE_UV_HIGH_DOSE_UP	0.0	1.0	1.0
GENTILE_UV_HIGH_DOSE_DN	0.0	1.0	1.0
GENTILE_RESPONSE_CLUSTER_D3	0.0	1.0	1.0
GEISS_RESPONSE_TO_DSRNA_UP	0.0	1.0	1.0
GAVIN_FOXP3_TARGETS_CLUSTER_T4	0.0	1.0	1.0
GEISS_RESPONSE_TO_DSRNA_DN	0.0	1.0	1.0
GAZIN_EPIGENETIC_SILENCING_BY_KRAS	0.0	1.0	1.0
GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_UP	0.0	1.0	1.0
GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_DN	0.0	1.0	1.0
GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_UP	0.0	1.0	1.0
GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_DN	0.0	1.0	1.0
GAZDA_DIAMOND_BLACKFAN_ANEMIA_ERYTHROID_UP	0.0	1.0	1.0
GAZDA_DIAMOND_BLACKFAN_ANEMIA_ERYTHROID_DN	0.0	1.0	1.0
GAVIN_PDE3B_TARGETS	0.0	1.0	1.0
GAVIN_IL2_RESPONSIVE_FOXP3_TARGETS_UP	0.0	1.0	1.0
GAVIN_IL2_RESPONSIVE_FOXP3_TARGETS_DN	0.0	1.0	1.0
GAVIN_FOXP3_TARGETS_CLUSTER_T7	0.0	1.0	1.0
GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP	0.0	1.0	1.0
GRAHAM_CML_QUIESCENT_VS_CML_DIVIDING_DN	0.0	1.0	1.0
GRAHAM_CML_QUIESCENT_VS_CML_DIVIDING_UP	0.0	1.0	1.0
HAN_SATB1_TARGETS_DN	0.0	1.0	1.0
HASLINGER_B_CLL_WITH_MUTATED_VH_GENES	0.0	1.0	1.0
HASLINGER_B_CLL_WITH_CHROMOSOME_12_TRISOMY	0.0	1.0	1.0
HASLINGER_B_CLL_WITH_6Q21_DELETION	0.0	1.0	1.0
HASLINGER_B_CLL_WITH_17P13_DELETION	0.0	1.0	1.0
HASLINGER_B_CLL_WITH_13Q14_DELETION	0.0	1.0	1.0
HASLINGER_B_CLL_WITH_11Q23_DELETION	0.0	1.0	1.0
HASINA_NOL7_TARGETS_UP	0.0	1.0	1.0
HASINA_NOL7_TARGETS_DN	0.0	1.0	1.0
HASEGAWA_TUMORIGENESIS_BY_RET_C634R	0.0	1.0	1.0
HARRIS_HYPOXIA	0.0	1.0	1.0
HARRIS_BRAIN_CANCER_PROGENITORS	0.0	1.0	1.0
HAN_SATB1_TARGETS_UP	0.0	1.0	1.0
HAN_JNK_SINGALING_UP	0.0	1.0	1.0
HATADA_METHYLATED_IN_LUNG_CANCER_UP	0.0	1.0	1.0
